News Organization,Tweet Text,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Compound Sentiment,Time of Tweet
BBCWorld,Ballet dancer playing Romeo proposes to real-life Juliet https://t.co/wGsU95oEkf,0.184,0.0,0.816,0.2023,2018-02-02 16:48:52+00:00
nytimes,"We answer your questions about applying for The Edit, a newsletter created specifically for college students and re… https://t.co/Pq7THOg12Z",0.105,0.0,0.895,0.25,2018-02-02 16:53:05+00:00
CNN,"BREAKING: President Trump has authorized the release of a controversial Republican memo, and has sent word to the H… https://t.co/KC22jPsug3",0.0,0.091,0.909,-0.2023,2018-02-02 16:55:04+00:00
nytimes,"RT @NYTHealth: Flu hospitalizations have soared, the C.D.C. reports, and the death rate may surpass the 2014-2015 season when 56,000 people…",0.0,0.255,0.745,-0.7579,2018-02-02 17:00:47+00:00
FoxNews,BREAKING NEWS: House memo states disputed dossier was key to @FBI’s FISA warrant to surveil members of Team Trump… https://t.co/yN0I7QuyB9,0.0,0.112,0.888,-0.34,2018-02-02 17:02:33+00:00
CNN,"Father of three daughters who were all assaulted by Larry Nassar tries to tackle the disgraced doctor in court, aft… https://t.co/8t2t0T15Ck",0.0,0.252,0.748,-0.7506,2018-02-02 17:04:03+00:00
FoxNews,".@POTUS, moments ago: ""I think it's terrible... I think it's a disgrace, what's going on in this country... The mem… https://t.co/kGY9lM1ZoD",0.0,0.151,0.849,-0.4939,2018-02-02 17:04:40+00:00
FoxNews,".@POTUS, moments ago: ""A lot of people should be ashamed of themselves and much worse than that.""… https://t.co/GXBS7PsfbI",0.0,0.279,0.721,-0.7351,2018-02-02 17:05:08+00:00
FoxNews,BREAKING NEWS: House memo states disputed dossier was key to @FBI’s FISA warrant to surveil members of Team Trump… https://t.co/NlGR9ZhgcD,0.0,0.112,0.888,-0.34,2018-02-02 17:06:34+00:00
nytimes,"The New York Times is about to expand our journalism so you can experience it in 3 dimensions, just by picking up y… https://t.co/0vKzJUYzGa",0.095,0.0,0.905,0.3182,2018-02-02 17:08:23+00:00
BBCWorld,Trump approves release of disputed memo https://t.co/F0pWbiiQAg,0.267,0.238,0.495,0.0772,2018-02-02 17:08:53+00:00
BBCWorld,Trump approves release of disputed memo https://t.co/F0pWbiiQAg,0.267,0.238,0.495,0.0772,2018-02-02 17:08:53+00:00
FoxNews,"BREAKING: @POTUS, moments ago: ""A lot of people should be ashamed of themselves and much worse than that.""… https://t.co/wldOG3d0wH",0.0,0.267,0.733,-0.7351,2018-02-02 17:11:10+00:00
CNN,"RT @CNNPolitics: President Trump implies the Nunes memo exposes bias in the FBI: ""I think it's a disgrace ... a lot of people should be ash…",0.0,0.225,0.775,-0.6249,2018-02-02 17:13:34+00:00
BBCWorld,Syrian refugee child survives being abandoned in blizzard https://t.co/IXnrx1sXS3,0.0,0.273,0.727,-0.4588,2018-02-02 17:15:22+00:00
BBCWorld,Syrian refugee child survives being abandoned in blizzard https://t.co/IXnrx1sXS3,0.0,0.273,0.727,-0.4588,2018-02-02 17:15:22+00:00
FoxNews,.@POTUS on newly declassified GOP memo: A lot of people should be ashamed of themselves. #MemoDay… https://t.co/wztPxsBc7t,0.0,0.171,0.829,-0.4767,2018-02-02 17:15:47+00:00
nytimes,Breaking News: House Republicans released a secret memo claiming abuses against President Trump in the Russia inqui… https://t.co/Ip4aRiIOLS,0.0,0.184,0.816,-0.5574,2018-02-02 17:17:46+00:00
BBCWorld,"President Trump releases a secret memo, despite the FBI voicing ""grave concerns"" about its accuracy

Live updates: https://t.co/UiyjuSw1Ew",0.0,0.14,0.86,-0.3818,2018-02-02 17:19:27+00:00
BBCWorld,"President Trump releases a secret memo, despite the FBI voicing ""grave concerns"" about its accuracy

Live updates: https://t.co/UiyjuSw1Ew",0.0,0.14,0.86,-0.3818,2018-02-02 17:19:27+00:00
nytimes,The memo alleges that senior government officials favored Democrats over Republicans and accuses federal law enforc… https://t.co/VEgZItK9xf,0.139,0.119,0.743,0.1027,2018-02-02 17:20:07+00:00
CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.166,0.0,0.834,0.6114,2018-02-02 17:23:18+00:00
CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.166,0.0,0.834,0.6114,2018-02-02 17:23:18+00:00
FoxNews,"Excerpt from @DevinNunes Memo: ""Steele admitted to Ohr his feelings against then Candidate Trump, in September of 2… https://t.co/H9cWp6nTeW",0.072,0.0,0.928,0.1027,2018-02-02 17:23:23+00:00
FoxNews,READ: The full @DevinNunes memo. #MemoDay https://t.co/5v5qfh17vS https://t.co/V5zbyWiAtZ,0.0,0.0,1.0,0.0,2018-02-02 17:28:57+00:00
BBCWorld,RT @BBCScienceNews: Mayan surprise https://t.co/0hVBqWXJpd,0.344,0.0,0.656,0.2732,2018-02-02 17:32:18+00:00
BBCWorld,RT @BBCScienceNews: Mayan surprise https://t.co/0hVBqWXJpd,0.344,0.0,0.656,0.2732,2018-02-02 17:32:18+00:00
CNN,RT @CNNPolitics: The disputed GOP-Nunes intelligence memo has been released https://t.co/2lfCtvinda https://t.co/COpYwRIWUY,0.2,0.155,0.645,0.1779,2018-02-02 17:34:22+00:00
FoxNews,READ: The full House Intelligence Committee Report On FISA Abuses. https://t.co/5v5qfh17vS https://t.co/ysJbr71O1i,0.186,0.216,0.599,-0.128,2018-02-02 17:35:31+00:00
nytimes,"Here's how to experiment with augmented reality now
https://t.co/CNxYxZOwa0",0.0,0.0,1.0,0.0,2018-02-02 17:36:43+00:00
FoxNews,"#Memo: ""Steele admitted to Ohr his feelings against then Candidate Trump, in September of 2016, when Steele told Oh… https://t.co/gpgCNuEQ87",0.069,0.0,0.931,0.1027,2018-02-02 17:38:07+00:00
nytimes,"Our film critics, looking at the complex history of black filmmaking in America, chose 28 essential works. Consider… https://t.co/dX1ajrKxqP",0.0,0.109,0.891,-0.296,2018-02-02 17:42:08+00:00
FoxNews,.@DevinNunes #memo: @YahooNews article cited for FISA application does not corroborate Steele dossier; material and… https://t.co/XiiaqpdC4s,0.0,0.0,1.0,0.0,2018-02-02 17:45:05+00:00
BBCWorld,"Here's what the FBI has to say about the release of the secret #memo

https://t.co/s48OG2YX2l",0.0,0.0,1.0,0.0,2018-02-02 17:46:04+00:00
BBCWorld,"Here's what the FBI has to say about the release of the secret #memo

https://t.co/s48OG2YX2l",0.0,0.0,1.0,0.0,2018-02-02 17:46:04+00:00
FoxNews,".@MelissaAFrancis: ""They used something they knew was fake to get a warrant. Everybody involved in that needs to fa… https://t.co/IjIdCBD67w",0.0,0.147,0.853,-0.4767,2018-02-02 17:48:46+00:00
CNN,JUST IN: Read the highly controversial Republican memo alleging FBI abuses https://t.co/IgTANrS0BR,0.0,0.363,0.637,-0.6901,2018-02-02 17:49:19+00:00
CNN,JUST IN: Read the highly controversial Republican memo alleging FBI abuses https://t.co/IgTANrS0BR,0.0,0.363,0.637,-0.6901,2018-02-02 17:49:19+00:00
FoxNews,Carter Page statement to Fox News. #MemoDay  https://t.co/5v5qfh17vS https://t.co/Dpx7OzPV1G,0.0,0.0,1.0,0.0,2018-02-02 17:49:46+00:00
nytimes,What changes are you seeing in how sexual harassment is being dealt with in your workplace and community? Share you… https://t.co/BMOUfAjBls,0.089,0.142,0.769,-0.3182,2018-02-02 17:53:08+00:00
nytimes,What changes are you seeing in how sexual harassment is being dealt with in your workplace and community? Share you… https://t.co/BMOUfAjBls,0.089,0.142,0.769,-0.3182,2018-02-02 17:53:08+00:00
FoxNews,DNC Chair on GOP Efforts to Undermine Trump-Russia Investigation https://t.co/gvAzlYqz8U,0.0,0.196,0.804,-0.296,2018-02-02 17:53:56+00:00
FoxNews,.@NancyPelosi Statement on @POTUS’s Decision to Release @DevinNunes Memo https://t.co/5v5qfh17vS https://t.co/ptwsjQPbP4,0.0,0.0,1.0,0.0,2018-02-02 17:55:18+00:00
FoxNews,".@johnrobertsFox: ""The person who testified to the Intel. Cmte that there would've been no FISA warrant had it not… https://t.co/yLxLsBtd4B",0.0,0.104,0.896,-0.296,2018-02-02 17:55:30+00:00
FoxNews,House memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1,0.0,0.124,0.876,-0.34,2018-02-02 17:59:15+00:00
CNN,"House Intelligence Chairman Devin Nunes issues statement on release of his controversial memo: ""The Committee has d… https://t.co/DGDPWoZeMo",0.148,0.086,0.766,0.3182,2018-02-02 18:01:28+00:00
CNN,"House Intelligence Chairman Devin Nunes issues statement on release of his controversial memo: ""The Committee has d… https://t.co/DGDPWoZeMo",0.148,0.086,0.766,0.3182,2018-02-02 18:01:28+00:00
FoxNews,'A Lot of People Should Be Ashamed': President Trump Reacts to Surveillance Memo #MemoDay https://t.co/jT5YHRsYjz https://t.co/CTVJw0O2ox,0.0,0.0,1.0,0.0,2018-02-02 18:03:24+00:00
FoxNews,READ: The full House Intelligence Committee Report On FISA Abuses. https://t.co/5v5qfh17vS https://t.co/AbI0ysLKR8,0.186,0.216,0.599,-0.128,2018-02-02 18:04:47+00:00
BBCWorld,"#Memo:
Former British spy Christopher Steele: 'Desperate that Trump not get elected'

https://t.co/ntIfjEmU67 https://t.co/jAmYp727JD",0.0,0.15,0.85,-0.3182,2018-02-02 18:06:38+00:00
BBCWorld,"#Memo:
Former British spy Christopher Steele: 'Desperate that Trump not get elected'

https://t.co/ntIfjEmU67 https://t.co/jAmYp727JD",0.0,0.15,0.85,-0.3182,2018-02-02 18:06:38+00:00
nytimes,Read the full text of the previously secret memo released by House Republicans https://t.co/0tuY7RCto4,0.0,0.0,1.0,0.0,2018-02-02 18:06:52+00:00
nytimes,Read the full text of the previously secret memo released by House Republicans https://t.co/0tuY7RCto4,0.0,0.0,1.0,0.0,2018-02-02 18:06:52+00:00
FoxNews,Workers celebrate more money in paychecks after tax cuts https://t.co/N6FLSkWsqh,0.266,0.158,0.576,0.3612,2018-02-02 18:11:37+00:00
FoxNews,".@RepDeSantis: ""It answers the question about did the @FBI used this Democrat Party-funded dossier to obtain survei… https://t.co/Ud81wQHCg9",0.0,0.0,1.0,0.0,2018-02-02 18:14:23+00:00
CNN,Iced tea company kills plan to buy bitcoin mining rigs https://t.co/7kIQya04yC,0.0,0.259,0.741,-0.5423,2018-02-02 18:15:07+00:00
CNN,Iced tea company kills plan to buy bitcoin mining rigs https://t.co/7kIQya04yC,0.0,0.259,0.741,-0.5423,2018-02-02 18:15:07+00:00
FoxNews,".@RepDeSantis: ""It's a confluence of the Democratic Party, the Obama Administration, Fusion GPS, the media.""… https://t.co/fRgXJwj5Om",0.162,0.0,0.838,0.4019,2018-02-02 18:15:17+00:00
FoxNews,".@RepDeSantis: ""This whole Russia narrative was based off anonymous sources, months and months of leaks from the bu… https://t.co/w9wYoyqdR8",0.0,0.0,1.0,0.0,2018-02-02 18:18:30+00:00
FoxNews,".@RepDeSantis: ""This whole Russia stuff was, I think, much more wishful thinking on the part of @FBI agents like Pe… https://t.co/x4GrfyrrA0",0.116,0.0,0.884,0.3612,2018-02-02 18:19:50+00:00
nytimes,"Opinion: ""He went from being a devoted and loving father and husband to someone who felt like a ghost in our home"" https://t.co/mdIktGBLLF",0.32,0.081,0.599,0.7783,2018-02-02 18:20:05+00:00
nytimes,"Opinion: ""He went from being a devoted and loving father and husband to someone who felt like a ghost in our home"" https://t.co/mdIktGBLLF",0.32,0.081,0.599,0.7783,2018-02-02 18:20:05+00:00
FoxNews,".@RepDeSantis: ""We're in 2018 now and we still don't have evidence of any Trump-Russia campaign collusion.""… https://t.co/PfKG3AAyBE",0.0,0.0,1.0,0.0,2018-02-02 18:21:12+00:00
FoxNews,".@AriFleischer: ""Unless [@POTUS's] firing of @Comey created obstruction, @realDonaldTrump is in the clear, and the… https://t.co/TSbsjfhTX4",0.23,0.12,0.65,0.296,2018-02-02 18:25:25+00:00
CNN,"Democratic lawmakers are fuming after the release of the disputed GOP intelligence memo, calling it ""dangerous""… https://t.co/Toxjv2w5Qg",0.134,0.263,0.603,-0.4588,2018-02-02 18:28:03+00:00
CNN,"Democratic lawmakers are fuming after the release of the disputed GOP intelligence memo, calling it ""dangerous""… https://t.co/Toxjv2w5Qg",0.134,0.263,0.603,-0.4588,2018-02-02 18:28:03+00:00
FoxNews,".@RepDeSantis: ""It answers the question about did the @FBI used this Democrat Party-funded dossier to obtain survei… https://t.co/9xHtAfnD9X",0.0,0.0,1.0,0.0,2018-02-02 18:29:15+00:00
FoxNews,"“The Committee has discovered serious violations of the public trust,"" @DevinNunes said in a statement after the Ho… https://t.co/b172Bo4zNb",0.0,0.227,0.773,-0.5719,2018-02-02 18:29:50+00:00
nytimes,Carter Page is at the center of the Republicans' newly released memo. @nytmag wrote a profile of him in December. https://t.co/bqV3u94G1b,0.0,0.0,1.0,0.0,2018-02-02 18:30:09+00:00
nytimes,Carter Page is at the center of the Republicans' newly released memo. @nytmag wrote a profile of him in December. https://t.co/bqV3u94G1b,0.0,0.0,1.0,0.0,2018-02-02 18:30:09+00:00
BBCWorld,"At a ballet in Russia, a pair of star-cross'd lovers take their bow... and Romeo has a big question to ask Juliet..… https://t.co/vA0pD0MpSi",0.152,0.0,0.848,0.5267,2018-02-02 18:31:47+00:00
BBCWorld,"At a ballet in Russia, a pair of star-cross'd lovers take their bow... and Romeo has a big question to ask Juliet..… https://t.co/vA0pD0MpSi",0.152,0.0,0.848,0.5267,2018-02-02 18:31:47+00:00
nytimes,7 Humane Society board members have resigned in protest of a decision to keep the CEO in the job despite allegation… https://t.co/eaiS33dE1d,0.0,0.182,0.818,-0.4588,2018-02-02 18:40:01+00:00
nytimes,7 Humane Society board members have resigned in protest of a decision to keep the CEO in the job despite allegation… https://t.co/eaiS33dE1d,0.0,0.182,0.818,-0.4588,2018-02-02 18:40:01+00:00
FoxNews,House memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1,0.0,0.124,0.876,-0.34,2018-02-02 18:40:04+00:00
CNN,The 33 most over-the-top Anthony Scaramucci quotes to Vanity Fair | Analysis by Chris Cillizza… https://t.co/gPL8bZkvsO,0.134,0.11,0.756,0.1027,2018-02-02 18:40:16+00:00
CNN,The 33 most over-the-top Anthony Scaramucci quotes to Vanity Fair | Analysis by Chris Cillizza… https://t.co/gPL8bZkvsO,0.134,0.11,0.756,0.1027,2018-02-02 18:40:16+00:00
BBCWorld,Groundhog Day: Punxsutawney Phil makes prediction https://t.co/yeqGAcdp9F,0.0,0.0,1.0,0.0,2018-02-02 18:43:23+00:00
BBCWorld,Groundhog Day: Punxsutawney Phil makes prediction https://t.co/yeqGAcdp9F,0.0,0.0,1.0,0.0,2018-02-02 18:43:23+00:00
FoxNews,"Florida man was three times over legal drinking limit when he dropped kid off at school, police say https://t.co/hGu5lyUJxS",0.077,0.0,0.923,0.128,2018-02-02 18:44:43+00:00
FoxNews,"Chuck Norris gives roundhouse kick to CBS, Sony, suing for $30 million over 'Walker, Texas Ranger' profits (via… https://t.co/Ijs261cWWd",0.132,0.095,0.773,0.2023,2018-02-02 18:47:56+00:00
FoxNews,"Gaetz: ""The Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christop… https://t.co/dMu85cvCbb",0.119,0.0,0.881,0.4019,2018-02-02 18:49:49+00:00
nytimes,"The Met isn’t trying to create a slasher opera. But this director is flooding the theater's stage with over 1,000 g… https://t.co/aeZybVQf2n",0.095,0.0,0.905,0.2732,2018-02-02 18:50:09+00:00
nytimes,"The Met isn’t trying to create a slasher opera. But this director is flooding the theater's stage with over 1,000 g… https://t.co/aeZybVQf2n",0.095,0.0,0.905,0.2732,2018-02-02 18:50:09+00:00
FoxNews,"Moments ago, James @Comey responded to the release of the #Memo: ""That’s it?"" #MemoDay https://t.co/5v5qfh17vS https://t.co/hFjl9km8h7",0.0,0.0,1.0,0.0,2018-02-02 18:55:19+00:00
FoxNews,".@TomFitton: ""There's no Mueller investigation without the dossier paid for by Clinton and @DNC funds - so the whol… https://t.co/qzqj2F1z7X",0.0,0.109,0.891,-0.296,2018-02-02 18:58:02+00:00
FoxNews,".@RepMattGaetz: ""A dossier, paid for the Democratic Party, was used as a basis to spy on American citizens. That do… https://t.co/2MeWAghMOc",0.124,0.0,0.876,0.4019,2018-02-02 18:59:56+00:00
nytimes,An Arizona man said he sold 720 rounds of ammunition to the Las Vegas gunman https://t.co/nmsLE0yTQa,0.0,0.0,1.0,0.0,2018-02-02 19:00:18+00:00
nytimes,An Arizona man said he sold 720 rounds of ammunition to the Las Vegas gunman https://t.co/nmsLE0yTQa,0.0,0.0,1.0,0.0,2018-02-02 19:00:18+00:00
FoxNews,"FISA memo: Steele fired as an FBI source for breaking 'cardinal rule' --leaking to the media - via @brookefoxnews
https://t.co/cX0RoVSsvi",0.0,0.167,0.833,-0.5574,2018-02-02 19:00:41+00:00
CNN,RT @CNNPolitics: Former FBI Director Comey tweets in response to the release of the GOP-Nunes memo: “That’s it?” https://t.co/fYlCwTvczb ht…,0.0,0.0,1.0,0.0,2018-02-02 19:01:23+00:00
CNN,RT @CNNPolitics: Former FBI Director Comey tweets in response to the release of the GOP-Nunes memo: “That’s it?” https://t.co/fYlCwTvczb ht…,0.0,0.0,1.0,0.0,2018-02-02 19:01:23+00:00
CNN,"Polar bears could face extinction faster than thought, study says https://t.co/fj6Opzvvw8 https://t.co/QyFOb0LcFj",0.0,0.0,1.0,0.0,2018-02-02 19:01:54+00:00
CNN,"Polar bears could face extinction faster than thought, study says https://t.co/fj6Opzvvw8 https://t.co/QyFOb0LcFj",0.0,0.0,1.0,0.0,2018-02-02 19:01:54+00:00
CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.124,0.0,0.876,0.4003,2018-02-02 19:03:33+00:00
CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.124,0.0,0.876,0.4003,2018-02-02 19:03:33+00:00
FoxNews,".@mattgaetz: ""Dem. Party hired the Perkins law firm. The Perkins law firm hired Fusion GPS. Fusion GPS hired Christ… https://t.co/mAOfItmfom",0.124,0.0,0.876,0.4019,2018-02-02 19:05:02+00:00
FoxNews,House #memo states disputed dossier was key to FBI’s FISA warrant to surveil members of Team Trump https://t.co/DkRQClnFk1,0.0,0.124,0.876,-0.34,2018-02-02 19:13:52+00:00
nytimes,Alec Baldwin skewers President Trump on SNL. And supports Woody Allen and James Toback. https://t.co/VMNgGI2KXj,0.152,0.0,0.848,0.3612,2018-02-02 19:15:12+00:00
nytimes,Alec Baldwin skewers President Trump on SNL. And supports Woody Allen and James Toback. https://t.co/VMNgGI2KXj,0.152,0.0,0.848,0.3612,2018-02-02 19:15:12+00:00
CNN,Prostate cancer now kills more in the United Kingdom than breast cancer https://t.co/qzwpZyr8CJ,0.126,0.505,0.369,-0.8817,2018-02-02 19:16:46+00:00
CNN,Prostate cancer now kills more in the United Kingdom than breast cancer https://t.co/qzwpZyr8CJ,0.126,0.505,0.369,-0.8817,2018-02-02 19:16:46+00:00
CNN,A mass grave discovered in England may belong to the Viking Great Army https://t.co/4PSdWdYDrE,0.232,0.147,0.621,0.3612,2018-02-02 19:18:40+00:00
CNN,A mass grave discovered in England may belong to the Viking Great Army https://t.co/4PSdWdYDrE,0.232,0.147,0.621,0.3612,2018-02-02 19:18:40+00:00
nytimes,The memo released by House Republicans falls short of what some promised: that it would cast doubt on the origins o… https://t.co/zyKN3U0GUl,0.1,0.1,0.8,0.0,2018-02-02 19:23:03+00:00
nytimes,The memo released by House Republicans falls short of what some promised: that it would cast doubt on the origins o… https://t.co/zyKN3U0GUl,0.1,0.1,0.8,0.0,2018-02-02 19:23:03+00:00
FoxNews,What is Nunes' FISA memo? 6 things to know about the secret document https://t.co/e6YLG66ey4,0.0,0.0,1.0,0.0,2018-02-02 19:25:52+00:00
FoxNews,'A Lot of People Should Be Ashamed': President Trump Reacts to Surveillance Memo #MemoDay https://t.co/jT5YHRsYjz https://t.co/tIo56nN9s7,0.0,0.0,1.0,0.0,2018-02-02 19:29:29+00:00
FoxNews,'A Lot of People Should Be Ashamed': President Trump Reacts to Surveillance Memo #MemoDay https://t.co/jT5YHRsYjz https://t.co/tIo56nN9s7,0.0,0.0,1.0,0.0,2018-02-02 19:29:29+00:00
nytimes,The Charleston Gazette-Mail won a Pulitzer Prize last year for its dogged coverage of West Virginia's opioid crisis… https://t.co/Vo4wRzC00V,0.304,0.0,0.696,0.7906,2018-02-02 19:30:13+00:00
nytimes,The Charleston Gazette-Mail won a Pulitzer Prize last year for its dogged coverage of West Virginia's opioid crisis… https://t.co/Vo4wRzC00V,0.304,0.0,0.696,0.7906,2018-02-02 19:30:13+00:00
FoxNews,"RT @FoxBusiness: .@CBedfordDC on the potential impact on the stock market from the FISA memo: ""We shouldn't really watch for any real serio…",0.0,0.0,1.0,0.0,2018-02-02 19:30:51+00:00
FoxNews,"RT @FoxBusiness: .@CBedfordDC on the potential impact on the stock market from the FISA memo: ""We shouldn't really watch for any real serio…",0.0,0.0,1.0,0.0,2018-02-02 19:30:51+00:00
FoxNews,RT @FoxBusiness: Twinkie maker to give out bonuses after Trump tax cut https://t.co/NiMgV9vkpT,0.216,0.126,0.659,0.3612,2018-02-02 19:30:59+00:00
FoxNews,RT @FoxBusiness: Twinkie maker to give out bonuses after Trump tax cut https://t.co/NiMgV9vkpT,0.216,0.126,0.659,0.3612,2018-02-02 19:30:59+00:00
CNN,"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/UqvdKtVdZZ",0.0,0.095,0.905,-0.3182,2018-02-02 19:31:35+00:00
CNN,"Pizza shop workers took down an armed robber -- but when police took off his mask, they discovered he was their old… https://t.co/UqvdKtVdZZ",0.0,0.095,0.905,-0.3182,2018-02-02 19:31:35+00:00
FoxNews,.@SpeakerRyan statement on #Memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/bIbyx5Ibo0,0.0,0.0,1.0,0.0,2018-02-02 19:31:44+00:00
FoxNews,.@SpeakerRyan statement on #Memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/bIbyx5Ibo0,0.0,0.0,1.0,0.0,2018-02-02 19:31:44+00:00
FoxNews,FISA Memo: Dossier Author Steele Admitted He Was 'Desperate' for Trump Not to Get Elected https://t.co/db1jeHEJmR,0.085,0.0,0.915,0.1027,2018-02-02 19:35:48+00:00
FoxNews,FISA Memo: Dossier Author Steele Admitted He Was 'Desperate' for Trump Not to Get Elected https://t.co/db1jeHEJmR,0.085,0.0,0.915,0.1027,2018-02-02 19:35:48+00:00
CNN,"President Trump refused to say whether he would dismiss Deputy Attorney General Rod Rosenstein, the top DOJ officia… https://t.co/6lqxhkuoSR",0.086,0.105,0.81,-0.1027,2018-02-02 19:36:01+00:00
CNN,"President Trump refused to say whether he would dismiss Deputy Attorney General Rod Rosenstein, the top DOJ officia… https://t.co/6lqxhkuoSR",0.086,0.105,0.81,-0.1027,2018-02-02 19:36:01+00:00
FoxNews,RT @FoxBusiness: U.S. markets - from Election Day. https://t.co/CQSMX7OFej,0.0,0.0,1.0,0.0,2018-02-02 19:38:38+00:00
FoxNews,RT @FoxBusiness: U.S. markets - from Election Day. https://t.co/CQSMX7OFej,0.0,0.0,1.0,0.0,2018-02-02 19:38:38+00:00
FoxNews,"Moments ago, actor @RealJamesWoods did not hold back in his reaction to the Nunes memo. https://t.co/5v5qfh17vS… https://t.co/kK1wFlLnIS",0.0,0.0,1.0,0.0,2018-02-02 19:39:27+00:00
FoxNews,"Moments ago, actor @RealJamesWoods did not hold back in his reaction to the Nunes memo. https://t.co/5v5qfh17vS… https://t.co/kK1wFlLnIS",0.0,0.0,1.0,0.0,2018-02-02 19:39:27+00:00
nytimes,"RT @nytimesmusic: When Justin Timberlake was announced as the performer for this year’s Super Bowl halftime show, the memory of one of pop’…",0.151,0.0,0.849,0.5994,2018-02-02 19:40:07+00:00
nytimes,"RT @nytimesmusic: When Justin Timberlake was announced as the performer for this year’s Super Bowl halftime show, the memory of one of pop’…",0.151,0.0,0.849,0.5994,2018-02-02 19:40:07+00:00
nytimes,"The full text of the memo released by House Republicans, annotated https://t.co/aez7u496OC",0.0,0.0,1.0,0.0,2018-02-02 19:42:42+00:00
nytimes,"The full text of the memo released by House Republicans, annotated https://t.co/aez7u496OC",0.0,0.0,1.0,0.0,2018-02-02 19:42:42+00:00
nytimes,RT @amyfiscus: What's NOT in the memo might be just as important as what is. @charlie_savage is annotating it live: https://t.co/XcmiuzQJ21,0.083,0.0,0.917,0.2023,2018-02-02 19:44:52+00:00
nytimes,RT @amyfiscus: What's NOT in the memo might be just as important as what is. @charlie_savage is annotating it live: https://t.co/XcmiuzQJ21,0.083,0.0,0.917,0.2023,2018-02-02 19:44:52+00:00
FoxNews,House Intelligence Committee releases GOP surveillance #memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/vxx4MJs6rZ,0.256,0.0,0.744,0.4767,2018-02-02 19:49:03+00:00
FoxNews,House Intelligence Committee releases GOP surveillance #memo. #MemoDay https://t.co/jT5YHRsYjz https://t.co/vxx4MJs6rZ,0.256,0.0,0.744,0.4767,2018-02-02 19:49:03+00:00
CNN,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/zaHozBCSgk https://t.co/Zz8XHzCO0k,0.0,0.0,1.0,0.0,2018-02-02 19:52:58+00:00
CNN,'Black Panther' is outselling every previous superhero film in advance ticket sales https://t.co/zaHozBCSgk https://t.co/Zz8XHzCO0k,0.0,0.0,1.0,0.0,2018-02-02 19:52:58+00:00
nytimes,These girls want to compete as Jamaica's first Olympic synchronized swimmers. Here's more good news: https://t.co/SBKv9OLdrl,0.243,0.0,0.757,0.5413,2018-02-02 19:55:01+00:00
nytimes,These girls want to compete as Jamaica's first Olympic synchronized swimmers. Here's more good news: https://t.co/SBKv9OLdrl,0.243,0.0,0.757,0.5413,2018-02-02 19:55:01+00:00
CNN,"""That's it?"" Former FBI Director James Comey skewers a Republican memo alleging that the FBI abused its surveillanc… https://t.co/VhX2Mm6GDw",0.0,0.163,0.837,-0.5106,2018-02-02 19:56:27+00:00
CNN,"""That's it?"" Former FBI Director James Comey skewers a Republican memo alleging that the FBI abused its surveillanc… https://t.co/VhX2Mm6GDw",0.0,0.163,0.837,-0.5106,2018-02-02 19:56:27+00:00
FoxNews,RT @FoxBusiness: Americans' big spending for Super Bowl Sunday festivities https://t.co/3OKUHPHBSM,0.438,0.0,0.562,0.7906,2018-02-02 20:01:18+00:00
FoxNews,RT @FoxBusiness: Americans' big spending for Super Bowl Sunday festivities https://t.co/3OKUHPHBSM,0.438,0.0,0.562,0.7906,2018-02-02 20:01:18+00:00
CNN,The black unemployment rate is no longer at the record low that President Trump touted after jumping nearly a perce… https://t.co/JTPnifPHuN,0.0,0.344,0.656,-0.7506,2018-02-02 20:04:53+00:00
CNN,The black unemployment rate is no longer at the record low that President Trump touted after jumping nearly a perce… https://t.co/JTPnifPHuN,0.0,0.344,0.656,-0.7506,2018-02-02 20:04:53+00:00
nytimes,"RT @jdelreal: My latest: The Brock Turner sexual assault case drew national outrage. Now, the effort to recall the judge has revealed sharp…",0.0,0.253,0.747,-0.7964,2018-02-02 20:05:03+00:00
nytimes,"RT @jdelreal: My latest: The Brock Turner sexual assault case drew national outrage. Now, the effort to recall the judge has revealed sharp…",0.0,0.253,0.747,-0.7964,2018-02-02 20:05:03+00:00
CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.144,0.0,0.856,0.4019,2018-02-02 20:07:40+00:00
